synset	language	lemma	count
03781787-n	English	biawak	1
01694709-n	Polish, Finnish, English	biawak	3
02163301-v	English	biawak	1
02163626-v	English	biawak	1
10377542-n	Polish, English	omnivor	2
02075612-n	Polish, English	omnivor	2
00315109-a	Finnish	omnivor	1
00315254-s	Finnish	omnivor	1
00776406-s	Finnish	omnivor	1
02768850-a	Finnish	Bahtera	1
02737351-n	Polish	Bahtera	1
03014705-n	Portuguese, Spanish	Bahtera	2
01963136-n	Spanish	Bahtera	1
04340750-n	Spanish	Bahtera	1
00466651-v	English	terpadu	1
02481900-v	English	terpadu	1
00467451-v	English	terpadu	1
00642980-v	English	terpadu	1
02477557-s	English	terpadu	1
01327925-a	English	terpadu	1
01326148-a	Portuguese, English	terpadu	2
01679744-s	English	terpadu	1
05579944-n	English	salam	1
03268470-n	English	salam	1
03268553-n	English	salam	1
03268311-n	English	salam	1
02468368-n	English	salam	1
01873942-v	English	salam	1
01239494-v	English	salam	1
00126236-n	Spanish	salam	1
00839292-n	Spanish	salam	1
05035712-n	Spanish	salam	1
07184149-n	Spanish	salam	1
07301950-n	Spanish	salam	1
07302542-n	Spanish	salam	1
07317369-n	Spanish	salam	1
07338681-n	Spanish	salam	1
07339098-n	Spanish	salam	1
14067076-n	Spanish	salam	1
05675905-n	Arabic	agronomi	1
05999797-n	Arabic	agronomi	1
06065819-n	Slovene, Spanish, Greek, Finnish, English	agronomi	5
08075287-n	Japanese	agronomi	1
07051975-n	Portuguese, Finnish, English, Slovene	lirik	4
06380726-n	English	lirik	1
01698916-v	English	lirik	1
06387980-n	Slovene, Polish	lirik	2
06818970-n	Portuguese	lirik	1
06828818-n	Portuguese	lirik	1
06388579-n	Slovene	lirik	1
06390512-n	Slovene	lirik	1
07010821-n	Slovene	lirik	1
01758757-n	Thai	lirik	1
03990834-n	Thai	lirik	1
05268112-n	Thai	lirik	1
07649854-n	Thai	lirik	1
07663592-n	Thai	lirik	1
13096035-n	Thai	lirik	1
15199033-n	Spanish, Polish, Japanese, Finnish, Portuguese, English	Hanukah	6
08559155-n	Polish, Finnish, Thai, Portuguese, English	domisili	5
03259505-n	Spanish, Japanese, Greek, Finnish, Portuguese, Mandarin Chinese, English	domisili	7
02650552-v	English	domisili	1
08490402-n	Finnish	domisili	1
08558963-n	Portuguese, Greek, Finnish, Spanish	domisili	4
03544360-n	Greek, Japanese	domisili	2
04079244-n	Greek	domisili	1
10615334-n	Portuguese, Polish, Finnish, English	penyelundup	4
10542499-n	Finnish	penyelundup	1
10495555-n	Portuguese	penyelundup	1
14769160-n	English	Rabu	1
12303462-n	English	Rabu	1
12303921-n	English	Rabu	1
00383437-v	English	Rabu	1
15195622-n	Finnish	Rabu	1
15164233-n	Portuguese, Spanish, Polish	Rabu	3
08293982-n	English	kesegarisan	1
05077146-n	Portuguese, English	kesegarisan	2
07415167-n	Finnish, English	kesegarisan	2
01000068-n	Portuguese, English	kesegarisan	2
06325826-n	Finnish	kesegarisan	1
13799392-n	Finnish	kesegarisan	1
08293982-n	English	alinyemen	1
05077146-n	English	alinyemen	1
07415167-n	English	alinyemen	1
01000068-n	English	alinyemen	1
01132590-n	Finnish	alinyemen	1
15136453-n	Arabic	April	1
15155220-n	Arabic	April	1
15157041-n	Arabic	April	1
15157225-n	Arabic	April	1
15159583-n	Arabic	April	1
15208540-n	Arabic	April	1
15249236-n	Arabic	April	1
15211189-n	English	April	1
15188505-n	Greek, Finnish, Japanese	April	3
00102736-r	Portuguese	April	1
01010862-a	Portuguese	April	1
01012990-s	Portuguese	April	1
13597444-n	Portuguese	April	1
02512938-n	Spanish	April	1
07775375-n	Spanish	April	1
00188155-s	English	terbengkalai	1
00040685-a	English	terbengkalai	1
01238914-s	English	terbengkalai	1
00034032-s	Spanish, English	terbengkalai	2
00275035-r	Portuguese	terbengkalai	1
04433585-n	Portuguese	terbengkalai	1
00038462-s	Spanish	terbengkalai	1
00044608-s	Spanish	terbengkalai	1
07386370-n	English	amit-amit	1
05734381-n	English	amit-amit	1
07410207-n	English	amit-amit	1
07336999-n	English	amit-amit	1
00133338-n	English	amit-amit	1
01238640-v	English	amit-amit	1
01414467-v	English	amit-amit	1
01239619-v	English	amit-amit	1
02185373-v	English	amit-amit	1
02178866-v	English	amit-amit	1
00826509-v	English	amit-amit	1
03458271-n	English	pelontar	1
03992703-n	Arabic	porselen	1
03984234-n	Polish, Japanese, Finnish, Thai, English	porselen	5
03018209-n	Mandarin Chinese, Finnish, Japanese	porselen	3
03018493-n	Finnish	porselen	1
03984234-n	Polish, Finnish, English	tembikar	3
03018209-n	Mandarin Chinese, Finnish, Japanese	tembikar	3
03018493-n	Finnish, Japanese	tembikar	2
04155889-n	Polish, Finnish, English	skriptorium	3
14292090-n	Mandarin Chinese, Finnish, English	fraktur	3
09278537-n	Finnish, English	fraktur	2
00376994-n	English	fraktur	1
00203739-v	English	fraktur	1
01621084-v	English	fraktur	1
00335366-v	English	fraktur	1
00108303-v	English	fraktur	1
00107943-v	English	fraktur	1
00107739-v	English	fraktur	1
07367548-n	Finnish	fraktur	1
04799133-n	English, Japanese	kesukuan	2
02248693-s	Portuguese	kesukuan	1
07967382-n	Portuguese	kesukuan	1
11786843-n	English, Thai, Japanese	keladi	3
11786539-n	English, Japanese	keladi	2
07736813-n	Finnish, English, Japanese	keladi	3
02609984-a	Thai	keladi	1
01809321-v	English	kewalahan	1
00751131-v	English	kewalahan	1
01339294-v	English	kewalahan	1
01110517-v	English	kewalahan	1
01989446-s	Finnish, English	kewalahan	2
01511152-s	English	kewalahan	1
00586617-s	Finnish	kewalahan	1
00587697-s	Finnish	kewalahan	1
00648614-s	Finnish	kewalahan	1
00888477-s	Finnish	kewalahan	1
01995047-s	Finnish	kewalahan	1
02323072-s	Finnish	kewalahan	1
00239688-r	Portuguese	kewalahan	1
01129371-s	Spanish	kewalahan	1
01767163-v	English	khawatir	1
01766748-v	English	khawatir	1
01765908-v	English	khawatir	1
02678438-v	English	khawatir	1
01559473-v	English	khawatir	1
01251109-v	English	khawatir	1
02457167-s	Portuguese, Finnish, English, Spanish	khawatir	4
00822907-s	Portuguese, Finnish, English, Spanish	khawatir	4
00071242-s	Finnish	khawatir	1
00532147-s	Finnish	khawatir	1
00532560-s	Finnish	khawatir	1
00544231-s	Finnish, Japanese	khawatir	2
00544860-s	Spanish, Finnish	khawatir	2
00822449-a	Spanish, Finnish	khawatir	2
02456157-s	Spanish, Finnish	khawatir	2
02457932-s	Finnish	khawatir	1
00543603-a	Portuguese	khawatir	1
00085264-a	Spanish	khawatir	1
01515692-s	Spanish	khawatir	1
01737503-s	Spanish	khawatir	1
01742296-a	Spanish	khawatir	1
02406166-s	Spanish	khawatir	1
02406370-s	Spanish	khawatir	1
06014730-n	English	diagnosis	1
04749310-n	English	diagnosis	1
03194297-n	English	diagnosis	1
02712922-a	English	diagnosis	1
02909168-a	English	diagnosis	1
00153499-n	Finnish	diagnosis	1
00614999-v	English	terabaikan	1
02529284-v	English	terabaikan	1
00616153-v	English	terabaikan	1
00616857-v	English	terabaikan	1
01608656-s	Finnish, English	terabaikan	2
00308720-s	Finnish, English	terabaikan	2
00308593-a	Finnish	terabaikan	1
01978003-a	Spanish	terabaikan	1
02428377-a	Spanish	terabaikan	1
07419233-n	Portuguese, English	kompresi	2
07313241-n	Portuguese, English	kompresi	2
00616083-n	English	kompresi	1
00356790-n	Portuguese, Polish, English	kompresi	3
00357023-n	Finnish	kompresi	1
00358089-n	Finnish	kompresi	1
00326459-v	Thai	gongseng	1
01696346-s	Finnish, English	berdebu	2
01689580-s	Finnish, English	berdebu	2
00049266-s	English	inkremental	1
14012173-n	Portuguese, Spanish, English	kepunahan	3
13963032-n	Spanish, Japanese, Thai, Portuguese, English	kepunahan	5
13478342-n	Portuguese, English	kepunahan	2
07332691-n	Spanish, Japanese, Thai, Portuguese, English	kepunahan	5
05758692-n	Portuguese, English	kepunahan	2
00229934-n	Portuguese, English	kepunahan	2
07334490-n	Japanese	kepunahan	1
00532328-v	Finnish, English	pusing	2
02544048-s	Portuguese, English	pusing	2
02120828-s	Portuguese, English	pusing	2
02756063-v	Finnish	pusing	1
01866610-v	Serbo-Croatian	pusing	1
08440630-n	Slovene, Japanese, Greek, Finnish, English	totaliterisme	5
06213688-n	Slovene, Polish, Japanese, Finnish, Portuguese, English	totaliterisme	6
08226127-n	Finnish	totaliterisme	1
00444629-v	Arabic	takikardia	1
01926311-v	Arabic	takikardia	1
02066939-v	Arabic	takikardia	1
02075049-v	Arabic	takikardia	1
02756821-v	Arabic	takikardia	1
14363027-n	Slovene, Polish, Japanese, Portuguese, English	takikardia	5
05968835-n	Finnish, English	sekularisme,	2
08153102-n	Thai	sekularisme,	1
09898215-n	Portuguese, Greek, English	kartografer	3
10093658-n	Slovene, Polish, Japanese, Finnish, Thai, Portuguese, English	nelayan	7
10093818-n	Greek	nelayan	1
10219577-n	Polish, English, Japanese	marbut	3
10521100-n	Finnish	marbut	1
09770949-n	Japanese	marbut	1
10675721-n	Japanese	marbut	1
10742111-n	Polish	marbut	1
10692269-n	Portuguese	marbut	1
09942871-n	Spanish	marbut	1
00045356-s	Portuguese, English	degeneratif	2
04498523-n	Polish, Finnish, English, Japanese	turbin	4
14524383-n	Greek	turbin	1
03944138-n	Thai	turbin	1
00007846-n	Arabic	korsa	1
04620558-n	Portuguese, Arabic	korsa	2
04632157-n	Arabic	korsa	1
07480790-n	Arabic	korsa	1
09504135-n	Arabic	korsa	1
09545324-n	Arabic	korsa	1
10636598-n	Arabic	korsa	1
13985818-n	Arabic	korsa	1
14374273-n	English	korsa	1
04625129-n	English, Japanese	korsa	2
06655388-n	Finnish	korsa	1
09183693-n	Finnish	korsa	1
09184136-n	Finnish	korsa	1
07485203-n	Japanese	korsa	1
04857083-n	Portuguese	korsa	1
04634540-n	Spanish	korsa	1
04645473-n	Spanish	korsa	1
05670343-n	Spanish	korsa	1
07491981-n	Spanish	korsa	1
07509996-n	Spanish	korsa	1
07528470-n	Spanish	korsa	1
07555014-n	Spanish	korsa	1
09633969-n	Mandarin Chinese, English	pelanggar	2
00079262-s	Finnish	pelanggar	1
00154583-s	Finnish	pelanggar	1
00324878-s	Finnish	pelanggar	1
01320988-a	Finnish	pelanggar	1
01321429-s	Finnish	pelanggar	1
01321529-s	Finnish	pelanggar	1
09977660-n	Spanish, Mandarin Chinese, Polish, Japanese	pelanggar	4
10417168-n	Japanese	pelanggar	1
10601078-n	Japanese	pelanggar	1
00755220-s	Spanish	pelanggar	1
01322488-s	Spanish	pelanggar	1
10000945-n	Spanish	pelanggar	1
10534586-n	Spanish	pelanggar	1
14206224-n	Finnish, English	adhesi	2
05584008-n	Finnish, English	adhesi	2
04935528-n	English	adhesi	1
01212882-n	English	adhesi	1
03323703-n	Finnish	adhesi	1
03066849-n	Polish, Finnish, English	penapis	3
04216634-n	Finnish	penapis	1
04216860-n	Finnish	penapis	1
04332243-n	Greek	penapis	1
02736808-a	Finnish, English	grafis	2
02285278-s	Finnish, English	grafis	2
02736983-a	Finnish	grafis	1
09735113-n	English	Kesultanan	1
08156505-n	English	Kesultanan	1
03858418-n	English	Kesultanan	1
03380724-n	English	Kesultanan	1
02970241-a	English	Kesultanan	1
08177592-n	Polish	Kesultanan	1
08557482-n	Portuguese, Spanish, Polish	Kesultanan	3
07740597-n	Portuguese	Kesultanan	1
08052413-n	Portuguese, Spanish	Kesultanan	2
08058937-n	Portuguese, Spanish	Kesultanan	2
08405723-n	Portuguese, Spanish	Kesultanan	2
05197945-n	Spanish	Kesultanan	1
14568359-n	Portuguese, English, Japanese	tinitus	3
07385803-n	Portuguese	tinitus	1
09772746-n	Portuguese, English	pezina	2
01488616-s	English	pezina	1
02134397-s	English	pezina	1
01060745-n	Slovene, Polish, Finnish, Portuguese, English	logistik	5
00315986-n	Japanese	logistik	1
01105259-n	Japanese	logistik	1
09729530-n	English	melati	1
02379908-n	English	melati	1
03044566-a	English	melati	1
03044462-a	English	melati	1
12307455-n	Mandarin Chinese, Finnish, Thai	melati	3
12306717-n	Polish, Thai	melati	2
12791329-n	Polish	melati	1
09901502-n	Polish, Finnish, English	katekumen	3
14629561-n	English	sama	1
13681048-n	English	sama	1
00004967-r	Japanese	sama	1
00008007-r	Japanese	sama	1
00008997-r	Japanese	sama	1
00018577-r	Japanese	sama	1
00019181-r	Japanese	sama	1
00037226-r	Japanese	sama	1
00037641-r	Japanese	sama	1
00038013-r	Japanese	sama	1
00057257-r	Japanese	sama	1
00057388-r	Japanese	sama	1
00205125-r	Japanese	sama	1
00246296-r	Japanese	sama	1
00510749-r	Japanese	sama	1
05793554-n	Mandarin Chinese	sama	1
00411570-r	Portuguese	sama	1
01188144-v	Portuguese	sama	1
02031335-s	Portuguese	sama	1
04452615-n	Portuguese	sama	1
09866222-n	Portuguese	sama	1
13712592-n	Spanish	sama	1
00367685-v	Portuguese, English	menyatukan	2
01462005-v	Finnish, English	menyatukan	2
02603056-v	Finnish, English	menyatukan	2
02469835-v	Portuguese, Greek, English	menyatukan	3
00243124-v	Portuguese, Greek, Finnish, English	menyatukan	4
00193486-v	Finnish	menyatukan	1
00193790-v	Finnish	menyatukan	1
00242976-v	Finnish	menyatukan	1
00394813-v	Finnish	menyatukan	1
00466651-v	Finnish	menyatukan	1
00713167-v	Finnish	menyatukan	1
01069190-v	Finnish	menyatukan	1
01069391-v	Finnish	menyatukan	1
01291069-v	Finnish	menyatukan	1
01291941-v	Finnish	menyatukan	1
01292885-v	Finnish	menyatukan	1
01294992-v	Finnish	menyatukan	1
01295275-v	Greek, Finnish	menyatukan	2
01297624-v	Finnish	menyatukan	1
01354673-v	Greek, Finnish	menyatukan	2
01355646-v	Finnish	menyatukan	1
01355810-v	Finnish	menyatukan	1
01355906-v	Finnish	menyatukan	1
01380638-v	Finnish	menyatukan	1
01385170-v	Finnish	menyatukan	1
01461328-v	Finnish	menyatukan	1
01461885-v	Finnish	menyatukan	1
01462468-v	Finnish	menyatukan	1
01540042-v	Finnish	menyatukan	1
01604696-v	Finnish	menyatukan	1
01607072-v	Finnish	menyatukan	1
01626420-v	Finnish	menyatukan	1
01656788-v	Finnish	menyatukan	1
01657828-v	Finnish	menyatukan	1
01672014-v	Finnish	menyatukan	1
02295842-v	Finnish	menyatukan	1
02309008-v	Finnish	menyatukan	1
02354287-v	Finnish	menyatukan	1
02377938-v	Finnish	menyatukan	1
02378183-v	Finnish	menyatukan	1
02481900-v	Finnish	menyatukan	1
02538086-v	Finnish	menyatukan	1
02622969-v	Finnish	menyatukan	1
02623194-v	Finnish	menyatukan	1
00367685-v	Finnish, English	bersatu	2
01462005-v	Greek, English	bersatu	2
02603056-v	English	bersatu	1
02469835-v	Finnish, English	bersatu	2
00243124-v	Spanish, English	bersatu	2
00159368-v	Finnish	bersatu	1
00160447-v	Finnish	bersatu	1
00242580-v	Finnish	bersatu	1
00242747-v	Finnish	bersatu	1
00467451-v	Finnish	bersatu	1
01222016-v	Finnish	bersatu	1
02435311-v	Finnish	bersatu	1
02470175-v	Finnish	bersatu	1
02622234-v	Finnish	bersatu	1
02631163-v	Finnish	bersatu	1
02941408-n	English	kalumet	1
02826259-n	Spanish, Polish, Finnish, Portuguese, English, Serbo-Croatian	puputan	6
07121361-n	English	puputan	1
10843228-n	English	puputan	1
01048569-v	English	puputan	1
01048718-v	English	puputan	1
02067100-n	Greek	puputan	1
02067240-n	Greek	puputan	1
00056943-s	Finnish, English	berkacamata	2
00119940-r	Portuguese	berkacamata	1
00250056-r	Portuguese	berkacamata	1
00301544-v	Portuguese	berkacamata	1
06526811-n	Portuguese, English, Japanese	waralaba	3
08060193-n	English, Japanese	waralaba	2
05187446-n	English	waralaba	1
02447542-v	English	waralaba	1
14906656-n	Polish, Japanese, Finnish, Portuguese, English	heptana	5
06692973-n	Spanish, Finnish, English	hore	3
00913982-v	English	hore	1
11188852-n	English	murung	1
11188742-n	English	murung	1
01137378-s	Finnish, English	murung	2
00856325-s	English	murung	1
00195684-s	Finnish	murung	1
00273652-s	Finnish	murung	1
00274068-s	Finnish	murung	1
00274291-s	Finnish	murung	1
00275106-s	Finnish	murung	1
00275764-s	Finnish	murung	1
00304144-s	Finnish	murung	1
00364881-s	Finnish	murung	1
00365261-s	Finnish, Japanese	murung	2
00391487-s	Finnish	murung	1
00396296-s	Finnish	murung	1
00405179-s	Finnish	murung	1
00433529-s	Finnish	murung	1
00461971-s	Finnish	murung	1
00462409-s	Finnish	murung	1
00703615-s	Finnish	murung	1
01050088-s	Finnish	murung	1
01229561-s	Finnish	murung	1
01304250-s	Finnish	murung	1
01785341-s	Finnish	murung	1
01802932-s	Finnish, Japanese	murung	2
02079507-s	Finnish	murung	1
02080318-s	Finnish	murung	1
02457015-s	Finnish	murung	1
02327569-s	Japanese	murung	1
01037540-a	English	valuta	1
01034457-a	English	valuta	1
01349927-s	English	valuta	1
02117464-s	English	valuta	1
13385913-n	Portuguese, Spanish, Polish	valuta	3
13604718-n	Polish	valuta	1
13384557-n	Portuguese	valuta	1
13384877-n	Portuguese, Spanish	valuta	2
13387877-n	Portuguese	valuta	1
13388111-n	Portuguese	valuta	1
13388245-n	Portuguese, Spanish	valuta	2
13391774-n	Spanish	valuta	1
06625062-n	Portuguese, Polish, Finnish, English	ensiklik	4
00541349-s	English	ensiklik	1
14465768-n	Polish, Japanese, Finnish, Portuguese, English	hidrosefalus	5
13941337-n	English	resultan	1
07292694-n	English	resultan	1
05865034-n	English	resultan	1
00122844-s	English	resultan	1
00191728-v	English	menonaktifkan	1
00191517-v	Portuguese, English	menonaktifkan	2
00512186-v	Greek	menonaktifkan	1
02883344-n	English	diagram	1
02884225-n	English	diagram	1
13765624-n	English	diagram	1
14408951-n	English	diagram	1
13883494-n	English	diagram	1
12746106-n	English	diagram	1
02884607-n	English	diagram	1
02884450-n	English	diagram	1
02884011-n	English	diagram	1
00135148-n	English	diagram	1
01485158-v	English	diagram	1
01420765-v	English	diagram	1
01419982-v	English	diagram	1
00104539-n	English	mengajukan	1
14485990-n	English	mengajukan	1
07351195-n	English	mengajukan	1
04429971-n	English	mengajukan	1
01245618-n	English	mengajukan	1
01508368-v	English	mengajukan	1
02097204-v	English	mengajukan	1
01513430-v	Spanish, English	mengajukan	2
01499265-v	English	mengajukan	1
01060317-v	English	mengajukan	1
01510173-v	English	mengajukan	1
01632897-v	English	mengajukan	1
02097341-v	English	mengajukan	1
01791232-v	English	mengajukan	1
01067664-v	English	mengajukan	1
01733477-v	English	mengajukan	1
01663443-v	English	mengajukan	1
01527754-v	English	mengajukan	1
01437011-v	Finnish, English	mengajukan	2
00621734-v	English	mengajukan	1
00466484-v	Finnish	mengajukan	1
01084466-v	Finnish	mengajukan	1
01180351-v	Finnish	mengajukan	1
01437144-v	Finnish	mengajukan	1
01507143-v	Spanish, Finnish	mengajukan	2
01512465-v	Spanish, Finnish	mengajukan	2
01512625-v	Finnish	mengajukan	1
01616738-v	Finnish	mengajukan	1
01893079-v	Spanish, Finnish	mengajukan	2
01893601-v	Finnish	mengajukan	1
00073343-v	Spanish	mengajukan	1
00077071-v	Spanish	mengajukan	1
01241614-v	Spanish	mengajukan	1
01242689-v	Spanish	mengajukan	1
01493142-v	Spanish	mengajukan	1
01507407-v	Spanish	mengajukan	1
01629403-v	Spanish	mengajukan	1
01893465-v	Spanish	mengajukan	1
02076999-v	Spanish	mengajukan	1
02222318-v	Spanish	mengajukan	1
02268351-v	Spanish	mengajukan	1
02768259-v	Spanish	mengajukan	1
00264034-v	Arabic	gondok	1
00562882-v	Arabic	gondok	1
14199477-n	Portuguese, Polish, Finnish, English	gondok	4
14144247-n	Finnish	gondok	1
10388732-n	English	komisaris	1
10675721-n	English	komisaris	1
06101333-n	Finnish, English, Japanese	holografi	3
13515353-n	Portuguese, Finnish, English, Japanese	metastase	4
00201671-n	Japanese	metastase	1
00279835-n	Japanese	metastase	1
05756203-n	Japanese	metastase	1
07415730-n	Japanese	metastase	1
02098694-s	Spanish, Finnish, English	narsistik	3
10345422-n	Spanish	narsistik	1
07309599-n	English	deposito	1
15270431-n	English	deposito	1
15122231-n	English	deposito	1
15245515-n	English	deposito	1
00028270-n	English	deposito	1
07288215-n	English	deposito	1
15129927-n	English	deposito	1
15135822-n	English	deposito	1
04991738-n	English	deposito	1
15224692-n	English	deposito	1
00490968-v	English	deposito	1
00678547-v	English	deposito	1
00702226-v	English	deposito	1
00297906-v	English	deposito	1
00296973-v	English	deposito	1
13381428-n	Mandarin Chinese	deposito	1
13530237-n	Spanish, Polish, Finnish, Portuguese, Mandarin Chinese, English	ovulasi	6
05675905-n	Arabic	etika	1
05999797-n	Arabic	etika	1
09183693-n	Portuguese, English, Thai	etika	3
06159473-n	Polish, Japanese, Greek, Finnish, Portuguese, English	etika	6
05956019-n	Portuguese, Finnish, English	etika	3
06663617-n	Portuguese, Finnish, English	etika	3
04846770-n	Greek, Polish	etika	2
06664845-n	Greek	etika	1
14374273-n	Greek	etika	1
02313008-n	Polish	Bunda	1
10278128-n	Polish	Bunda	1
10300500-n	Polish	Bunda	1
10332385-n	Polish	Bunda	1
10332861-n	Polish	Bunda	1
04141573-n	English	perancah	1
04141423-n	Portuguese, Polish, English, Japanese	perancah	4
01217617-v	English	perancah	1
00036299-n	Japanese	perancah	1
03379989-n	Japanese	perancah	1
04141712-n	Portuguese	perancah	1
03159640-n	Slovene	perancah	1
04296562-n	Slovene	perancah	1
07006712-n	Slovene	perancah	1
08646566-n	Slovene	perancah	1
07277158-n	Portuguese, English, Japanese	plagiarisme	3
00750405-n	Slovene, Spanish, Polish, Finnish, Portuguese, English	plagiarisme	6
02023661-s	Finnish, English	melarat	2
02023287-s	Finnish	melarat	1
07765208-n	Polish	melarat	1
12310349-n	Polish	melarat	1
12678224-n	Polish	melarat	1
00107384-s	Spanish	melarat	1
00265765-s	Spanish	melarat	1
00421875-s	Spanish	melarat	1
00904745-s	Spanish	melarat	1
01050890-s	Spanish	melarat	1
01112969-s	Spanish	melarat	1
01113807-s	Spanish	melarat	1
01114116-s	Spanish	melarat	1
01150205-s	Spanish	melarat	1
01589650-s	Spanish	melarat	1
02023430-s	Spanish	melarat	1
02025718-s	Spanish	melarat	1
02025885-s	Spanish	melarat	1
02347086-s	Spanish	melarat	1
00322634-n	Portuguese, Mandarin Chinese, English	injeksi	3
14849215-n	English	injeksi	1
00697365-n	Portuguese, Mandarin Chinese, Polish, English	injeksi	4
00717468-n	Finnish	injeksi	1
04376876-n	Greek	injeksi	1
01199213-v	Mandarin Chinese	injeksi	1
00322634-n	Portuguese, Spanish, English	suntikan	3
14849215-n	Finnish, English	suntikan	2
00697365-n	Spanish, Polish, Finnish, Portuguese, English	suntikan	5
02675657-n	Spanish	suntikan	1
10223177-n	Portuguese, Polish, English	joki	3
10223294-n	English	joki	1
01104624-v	English	joki	1
01110143-v	English	joki	1
01087074-v	English	joki	1
09902353-n	Spanish	joki	1
10185793-n	Spanish	joki	1
10530150-n	Spanish	joki	1
14548343-n	English, Thai, Japanese	disabilitas	3
00623862-n	Japanese	disabilitas	1
01073995-n	Japanese	disabilitas	1
02853449-n	Japanese	disabilitas	1
03520811-n	Japanese	disabilitas	1
03839795-n	Japanese	disabilitas	1
03839993-n	Japanese	disabilitas	1
04345915-n	Japanese	disabilitas	1
05686955-n	Japanese	disabilitas	1
05690269-n	Japanese	disabilitas	1
07428450-n	Japanese	disabilitas	1
14052403-n	Japanese	disabilitas	1
14464005-n	Japanese	disabilitas	1
14464203-n	Japanese	disabilitas	1
14213512-n	Thai	disabilitas	1
13317269-n	English	tonase	1
13779374-n	Finnish	tonase	1
08494459-n	English	Lingkar	1
02444627-s	English	Lingkar	1
00462859-r	Finnish	Lingkar	1
01602966-s	Finnish	Lingkar	1
01603179-s	Finnish	Lingkar	1
01605081-a	Finnish	Lingkar	1
01605327-s	Finnish	Lingkar	1
01605445-s	Finnish	Lingkar	1
01606648-a	Finnish	Lingkar	1
04039041-n	Polish	Lingkar	1
08240169-n	Portuguese, Spanish, Polish	Lingkar	3
13873502-n	Portuguese, Spanish, Polish	Lingkar	3
13873917-n	Polish	Lingkar	1
03032811-n	Portuguese, Spanish	Lingkar	2
01602683-s	Slovene	Lingkar	1
00295172-n	Spanish	Lingkar	1
03381231-n	Finnish, English	forsep	2
03532672-n	Finnish	forsep	1
03675907-n	Finnish	forsep	1
03793954-n	Finnish	forsep	1
03966976-n	Finnish	forsep	1
04023021-n	Finnish	forsep	1
04088343-n	Finnish	forsep	1
04450749-n	Finnish	forsep	1
13314226-n	English	kapitasi	1
00413876-v	Arabic	musikologi	1
00508032-v	Arabic	musikologi	1
00594621-v	Arabic	musikologi	1
00595630-v	Arabic	musikologi	1
00599992-v	Arabic	musikologi	1
00606093-v	Arabic	musikologi	1
00624476-v	Arabic	musikologi	1
00625119-v	Arabic	musikologi	1
00626428-v	Arabic	musikologi	1
00627520-v	Arabic	musikologi	1
00818553-v	Arabic	musikologi	1
00829107-v	Arabic	musikologi	1
00831074-v	Arabic	musikologi	1
00831651-v	Arabic	musikologi	1
00872886-v	Arabic	musikologi	1
00873682-v	Arabic	musikologi	1
00975902-v	Arabic	musikologi	1
00976653-v	Arabic	musikologi	1
01426397-v	Arabic	musikologi	1
02388403-v	Arabic	musikologi	1
03354903-n	Arabic	musikologi	1
06171388-n	Spanish, Polish, Japanese, Greek, Finnish, Portuguese, English	musikologi	7
09872782-n	English	Brahma	1
09872557-n	English	Brahma	1
08306959-n	English	Brahma	1
02404573-n	Portuguese, English	Brahma	2
09524921-n	Finnish	Brahma	1
01425895-s	English	aktual	1
02817339-a	English	aktual	1
00668053-s	Finnish, English	aktual	2
01276992-s	Finnish	aktual	1
01641791-s	Finnish	aktual	1
00666058-a	Polish	aktual	1
00666610-s	Polish	aktual	1
00667353-s	Polish	aktual	1
00668208-s	Polish	aktual	1
13281130-n	English	abonemen	1
07179820-n	Portuguese, English	abonemen	2
01090018-n	English	abonemen	1
00615659-n	English	abonemen	1
06529219-n	Finnish	abonemen	1
06529879-n	Finnish	abonemen	1
07279687-n	Finnish	abonemen	1
01089778-n	Greek	abonemen	1
01120448-n	Spanish	abonemen	1
07434473-n	Spanish	abonemen	1
13278375-n	Spanish	abonemen	1
15020107-n	Portuguese, Polish, English, Slovene	serbuk	4
09385137-n	Thai	serbuk	1
00488225-n	Arabic	kalkir	1
06255613-n	Spanish, Arabic	kalkir	2
14974264-n	Spanish, Arabic	kalkir	2
00938419-n	English	kalkir	1
04463273-n	English	kalkir	1
00150932-n	English	kalkir	1
00729109-v	English	kalkir	1
01582645-v	English	kalkir	1
02004352-v	English	kalkir	1
02003601-v	English	kalkir	1
02156063-v	English	kalkir	1
01995949-v	English	kalkir	1
01694376-v	English	kalkir	1
00626130-v	English	kalkir	1
15077109-n	Finnish, Japanese	kalkir	2
00720565-n	Spanish	kalkir	1
05929008-n	Spanish	kalkir	1
07010821-n	Spanish	kalkir	1
10311021-n	English	kurir	1
08003717-n	Japanese	kurir	1
01569166-s	Portuguese, Polish, Finnish, English	multinasional	4
11513357-n	Finnish, English, Japanese	pergeseran	3
02661252-v	Portuguese	pergeseran	1
03182506-n	Portuguese	pergeseran	1
00918383-n	Slovene, Polish, Japanese, Greek, Finnish, Portuguese, English	hortikultura	7
00921289-n	Japanese	hortikultura	1
01104544-n	Portuguese	hortikultura	1
02814860-n	Slovene, Polish, Japanese, Greek, Finnish, Thai, Portuguese, English	mercusuar	8
03640988-n	Polish	mercusuar	1
03503997-n	Portuguese	mercusuar	1
07264213-n	Slovene	mercusuar	1
08425303-n	English	kemacetan	1
01113867-n	English	kemacetan	1
07279453-n	English	kemacetan	1
00040804-n	English	kemacetan	1
02261123-v	English	kemacetan	1
02260770-v	English	kemacetan	1
