synset	language	lemma	count
02664769-v	English	mau	1
02620587-v	English	mau	1
02445925-v	English	mau	1
02697725-v	English	mau	1
02268246-v	English	mau	1
02614181-v	English	mau	1
02744820-v	English	mau	1
02702508-v	English	mau	1
09735113-n	Finnish, English	dipan	2
08156505-n	English	dipan	1
03858418-n	Finnish, English	dipan	2
03380724-n	English	dipan	1
02970241-a	English	dipan	1
03214966-n	Portuguese, Greek, Polish	dipan	3
04256520-n	Slovene, Spanish, Thai	dipan	3
03002711-n	Spanish	dipan	1
06592576-n	Spanish	dipan	1
00224260-n	Finnish, English	pembantaian	2
00221178-n	Finnish	pembantaian	1
00223983-n	Finnish, Japanese	pembantaian	2
02807731-n	Spanish, Greek	pembantaian	2
00223854-n	Polish	pembantaian	1
00255214-n	Portuguese	pembantaian	1
00257770-n	Portuguese, Spanish	pembantaian	2
02806530-n	Portuguese	pembantaian	1
00427853-n	Spanish	pembantaian	1
00442437-n	Spanish	pembantaian	1
00712225-n	Spanish	pembantaian	1
02808440-n	Spanish	pembantaian	1
03058107-n	Spanish	pembantaian	1
04446276-n	Spanish	pembantaian	1
00223983-n	English	membantai	1
00479176-v	Portuguese, English, Thai	membantai	3
00470701-v	Portuguese	membantai	1
01322854-v	Portuguese	membantai	1
00823827-v	Spanish	membantai	1
01327582-v	Thai	membantai	1
04442831-n	English	pipa	1
12907465-n	English	pipa	1
02795528-n	Finnish	pipa	1
03945167-n	Polish, Japanese, Greek, Finnish, Thai, Portuguese	pipa	6
03974769-n	Finnish	pipa	1
03031152-n	Greek	pipa	1
03944672-n	Japanese	pipa	1
03945615-n	Japanese	pipa	1
03946325-n	Japanese	pipa	1
13901321-n	Japanese	pipa	1
06818747-n	Polish	pipa	1
04493505-n	Portuguese	pipa	1
06504462-n	Portuguese, English, Thai	not	3
06626286-n	English	not	1
06865345-n	Finnish, Thai, Portuguese, Mandarin Chinese, English	not	5
07082819-n	English	not	1
04727694-n	English	not	1
13393762-n	Portuguese, English	not	2
06763273-n	Portuguese, English	not	2
14435445-n	English	not	1
13398469-n	English	not	1
01020005-v	English	not	1
02118476-v	English	not	1
02118933-v	English	not	1
01020934-v	English, Thai	not	2
04727214-n	Greek	not	1
04959230-n	Polish	not	1
05737153-n	Portuguese	not	1
06517942-n	Portuguese	not	1
06762711-n	Portuguese	not	1
06764244-n	Portuguese	not	1
07212612-n	Portuguese	not	1
02329401-n	Slovene, Polish, Japanese, Greek, Finnish, Portuguese, English	pengerat	7
02338901-n	Finnish	pengerat	1
10357484-n	Finnish	pengerat	1
02329093-n	Japanese	pengerat	1
13135832-n	Slovene, Spanish, Greek, Finnish, Portuguese, English	biji	6
11683989-n	Slovene, Spanish, Polish, Greek, Finnish, Portuguese, English	biji	7
10575463-n	English	biji	1
05834758-n	Slovene, Spanish, Finnish, Thai, English	biji	5
05404336-n	Slovene, Polish, English	biji	3
01542056-v	English	biji	1
02217546-v	English	biji	1
01652429-v	English	biji	1
01500873-v	English	biji	1
00658913-v	English	biji	1
00516425-v	English	biji	1
00188375-v	English	biji	1
00179718-v	English	biji	1
11685091-n	Portuguese, Finnish	biji	2
13136863-n	Finnish	biji	1
07355491-n	English	topeng	1
11444117-n	English	topeng	1
13962498-n	English	topeng	1
15143477-n	English	topeng	1
15143276-n	English	topeng	1
09488259-n	English	topeng	1
14562960-n	English	topeng	1
00219575-n	English	topeng	1
03167053-n	Finnish, Japanese	topeng	2
03530910-n	Polish	topeng	1
03724870-n	Portuguese, Polish	topeng	2
03725035-n	Portuguese, Polish	topeng	2
04788011-n	Polish	topeng	1
10049363-n	Slovene, Polish, Finnish, Thai, English	tukang	5
10783734-n	Finnish	tukang	1
10049017-n	Polish	tukang	1
00565302-n	English	strok	1
07351195-n	English	strok	1
14082303-n	Polish, Japanese, Portuguese, Mandarin Chinese, English	strok	5
07413815-n	English	strok	1
00144632-n	English	strok	1
13595094-n	English	strok	1
10664850-n	English	strok	1
07300960-n	English	strok	1
06844903-n	English	strok	1
06799260-n	English	strok	1
00569898-n	English	strok	1
00349369-n	English	strok	1
01225970-v	English	strok	1
01124608-v	English	strok	1
01124722-v	English	strok	1
00880658-v	English	strok	1
14316470-n	Mandarin Chinese	strok	1
07436475-n	Polish	strok	1
11454591-n	Polish	strok	1
14288871-n	Polish	strok	1
14318714-n	Polish	strok	1
07436661-n	Portuguese	strok	1
05021151-n	English	berhenti	1
02316868-v	English	berhenti	1
02339171-v	English	berhenti	1
02199590-v	English	berhenti	1
02235842-v	English	berhenti	1
01060494-v	English	berhenti	1
01733477-v	English	berhenti	1
01060317-v	English	berhenti	1
02200686-v	English	berhenti	1
01629403-v	English	berhenti	1
00732224-v	English	berhenti	1
01629000-v	English	berhenti	1
02296153-v	English	berhenti	1
01647672-v	English	berhenti	1
02200498-v	English	berhenti	1
02562901-v	English	berhenti	1
02343595-v	English	berhenti	1
02230772-v	English	berhenti	1
00887463-v	English	berhenti	1
02309374-v	English	berhenti	1
02309165-v	English	berhenti	1
01060746-v	English	berhenti	1
02317094-v	English	berhenti	1
01848465-v	English	berhenti	1
01178565-v	English	berhenti	1
02308741-v	English	berhenti	1
01989053-v	English	berhenti	1
00673571-v	English	berhenti	1
02564052-v	English	berhenti	1
02359553-v	English	berhenti	1
02358034-v	English	berhenti	1
01716283-v	English	berhenti	1
01716112-v	English	berhenti	1
01449796-v	English	berhenti	1
01175810-v	English	berhenti	1
01069638-v	English	berhenti	1
00944247-v	English	berhenti	1
00888009-v	English	berhenti	1
00878876-v	English	berhenti	1
00771806-v	English	berhenti	1
00748972-v	English	berhenti	1
00748616-v	English	berhenti	1
00341184-v	English	berhenti	1
00108747-v	English	berhenti	1
00108604-v	English	berhenti	1
00292507-v	Finnish	berhenti	1
00351719-v	Mandarin Chinese, Finnish	berhenti	2
00351963-v	Finnish	berhenti	1
00352826-v	Finnish	berhenti	1
00355955-v	Finnish	berhenti	1
00363110-v	Finnish	berhenti	1
00478217-v	Finnish	berhenti	1
00491551-v	Finnish	berhenti	1
00572661-v	Finnish	berhenti	1
00974031-v	Finnish	berhenti	1
01196524-v	Finnish, Thai	berhenti	2
01326528-v	Finnish	berhenti	1
01327133-v	Finnish	berhenti	1
02382367-v	Finnish	berhenti	1
02426395-v	Finnish	berhenti	1
02482425-v	Finnish	berhenti	1
02510184-v	Finnish	berhenti	1
02680691-v	Mandarin Chinese, Finnish	berhenti	2
02681335-v	Finnish	berhenti	1
02681524-v	Finnish, Thai	berhenti	2
02681639-v	Finnish, Thai	berhenti	2
02684078-v	Mandarin Chinese, Finnish	berhenti	2
02735418-v	Mandarin Chinese, Finnish	berhenti	2
01083044-v	Portuguese, Japanese	berhenti	2
00352310-v	Mandarin Chinese	berhenti	1
00362348-v	Mandarin Chinese	berhenti	1
00364064-v	Mandarin Chinese	berhenti	1
01063697-n	Mandarin Chinese	berhenti	1
01860795-v	Mandarin Chinese	berhenti	1
01987058-v	Mandarin Chinese	berhenti	1
02352538-v	Mandarin Chinese	berhenti	1
02559752-v	Mandarin Chinese	berhenti	1
02560021-v	Mandarin Chinese	berhenti	1
02609764-v	Mandarin Chinese	berhenti	1
02680814-v	Portuguese, Mandarin Chinese	berhenti	2
02683840-v	Mandarin Chinese	berhenti	1
02982790-n	Mandarin Chinese	berhenti	1
14013751-n	Mandarin Chinese	berhenti	1
14015148-n	Mandarin Chinese	berhenti	1
14015361-n	Mandarin Chinese	berhenti	1
15268239-n	Mandarin Chinese	berhenti	1
00613393-v	Portuguese, Thai	berhenti	2
00804476-v	Portuguese	berhenti	1
01117609-v	Portuguese	berhenti	1
01117812-v	Portuguese	berhenti	1
01207835-a	Thai	berhenti	1
02380009-v	Thai	berhenti	1
02490634-v	Thai	berhenti	1
02534062-v	Thai	berhenti	1
00659048-n	Polish, Japanese, Finnish, Thai, Portuguese, English	pijat	6
01232738-v	English	pijat	1
00064487-v	English	pijat	1
00258695-n	Finnish	pijat	1
01249724-v	Mandarin Chinese	pijat	1
08016900-n	English	jauh	1
00442361-a	Spanish, Polish, Japanese, Finnish, Thai, Portuguese, English	jauh	7
01434717-s	Spanish, English, Japanese	jauh	3
02032386-s	English	jauh	1
01535481-s	English	jauh	1
00101323-r	English	jauh	1
00101051-r	English, Thai	jauh	2
00101490-r	English	jauh	1
00101201-r	English	jauh	1
00101655-r	English	jauh	1
00020103-s	Finnish	jauh	1
00442917-s	Spanish, Finnish, Japanese	jauh	3
00443075-s	Spanish, Finnish, Polish, Japanese	jauh	4
00443274-s	Spanish, Finnish, Japanese	jauh	3
00444220-s	Finnish	jauh	1
00445548-a	Finnish, Japanese	jauh	2
00446236-s	Finnish	jauh	1
00450606-a	Spanish, Finnish, Japanese	jauh	3
00100883-r	Portuguese, Japanese	jauh	2
00451155-s	Japanese	jauh	1
01285938-s	Japanese	jauh	1
02157399-a	Japanese	jauh	1
00450915-s	Portuguese	jauh	1
00263180-r	Thai	jauh	1
08016900-n	English	makro-	1
00442361-a	English	makro-	1
01434717-s	Finnish, English	makro-	2
02032386-s	English	makro-	1
01535481-s	English	makro-	1
00101323-r	English	makro-	1
00101051-r	English	makro-	1
00101490-r	English	makro-	1
00101201-r	English	makro-	1
00101655-r	English	makro-	1
00272951-r	Finnish	makro-	1
01433493-a	Finnish	makro-	1
01434007-s	Finnish	makro-	1
01434218-s	Finnish	makro-	1
01435675-s	Finnish	makro-	1
01437963-a	Finnish	makro-	1
01444022-a	Finnish	makro-	1
01444434-a	Finnish	makro-	1
02005756-a	Finnish	makro-	1
02274869-s	Finnish	makro-	1
02385102-a	Finnish	makro-	1
02386125-s	Finnish	makro-	1
02789409-a	Finnish	makro-	1
15292069-n	English	pergi	1
02678738-n	English	pergi	1
00787061-n	English	pergi	1
00504325-n	English	pergi	1
01835496-v	Japanese, Finnish, Thai, Portuguese, English	pergi	5
02372605-v	English	pergi	1
01848718-v	English, Thai	pergi	2
00149583-v	Finnish, English	pergi	2
02653862-v	English	pergi	1
02721284-v	Finnish, English	pergi	2
02685951-v	Portuguese, Finnish, English	pergi	3
00341560-v	Portuguese, Finnish, English, Japanese	pergi	4
00359916-v	English	pergi	1
02618001-v	English	pergi	1
02176268-v	English	pergi	1
01525666-v	English	pergi	1
01192773-v	English	pergi	1
00539110-v	English	pergi	1
02618149-v	English	pergi	1
02617798-v	Finnish, English, Japanese	pergi	3
00358431-v	English	pergi	1
02737876-v	Greek, English	pergi	2
02729819-v	English	pergi	1
01864230-v	English, Thai	pergi	2
01076615-v	English, Japanese	pergi	2
02700772-v	Finnish, English	pergi	2
02700666-v	Finnish, English	pergi	2
02700455-v	English	pergi	1
02686471-v	Portuguese, Finnish, English	pergi	3
02659763-v	English	pergi	1
01318849-v	English	pergi	1
01192992-v	English	pergi	1
00676267-v	English	pergi	1
00434374-v	English	pergi	1
01122776-a	English	pergi	1
00339934-v	Finnish	pergi	1
01843497-v	Finnish	pergi	1
01935233-v	Portuguese, Finnish	pergi	2
02015598-v	Finnish	pergi	1
02072849-v	Portuguese, Finnish, Japanese	pergi	3
02229550-v	Finnish	pergi	1
02736259-v	Finnish	pergi	1
02056971-v	Greek	pergi	1
00343898-v	Portuguese, Japanese	pergi	2
00965687-v	Japanese	pergi	1
02020590-v	Japanese	pergi	1
02051031-v	Japanese	pergi	1
02373015-v	Japanese	pergi	1
02612762-v	Japanese	pergi	1
01839538-v	Portuguese	pergi	1
01841079-v	Portuguese	pergi	1
01846916-v	Portuguese	pergi	1
01849221-v	Portuguese	pergi	1
01882814-v	Portuguese	pergi	1
01904930-v	Portuguese	pergi	1
01955984-v	Portuguese	pergi	1
01957529-v	Portuguese	pergi	1
01995549-v	Portuguese	pergi	1
02009433-v	Portuguese	pergi	1
02051694-v	Portuguese	pergi	1
02058994-v	Portuguese	pergi	1
02102002-v	Portuguese	pergi	1
02102398-v	Portuguese	pergi	1
00068368-r	Thai	pergi	1
00233295-r	Thai	pergi	1
01842690-v	Thai	pergi	1
15169421-n	Portuguese, Finnish, English	senja	3
11515935-n	Portuguese, English	senja	2
14423740-n	Portuguese, English	senja	2
00275486-s	English	senja	1
15169759-n	Finnish	senja	1
15166462-n	Greek	senja	1
15169248-n	Portuguese	senja	1
14631502-n	English	biseksual	1
09857007-n	Portuguese, Finnish	biseksual	2
01203147-a	Portuguese, Greek	biseksual	2
00413876-v	Arabic	biologi	1
00508032-v	Arabic	biologi	1
00594621-v	Arabic	biologi	1
00595630-v	Arabic	biologi	1
00599992-v	Arabic	biologi	1
00606093-v	Arabic	biologi	1
00624476-v	Arabic	biologi	1
00625119-v	Arabic	biologi	1
00626428-v	Arabic	biologi	1
00627520-v	Arabic	biologi	1
00818553-v	Arabic	biologi	1
00829107-v	Arabic	biologi	1
00831074-v	Arabic	biologi	1
00831651-v	Arabic	biologi	1
00872886-v	Arabic	biologi	1
00873682-v	Arabic	biologi	1
00975902-v	Arabic	biologi	1
00976653-v	Arabic	biologi	1
01426397-v	Arabic	biologi	1
02388403-v	Arabic	biologi	1
03354903-n	Arabic	biologi	1
03000725-a	English	biologi	1
06037666-n	Portuguese, Spanish, Polish	biologi	3
11473488-n	Portuguese, Polish	biologi	2
07993109-n	Portuguese	biologi	1
13284562-n	Slovene, Polish, Greek, Finnish, Thai, Portuguese, English	suap	7
02284096-v	English	suap	1
05695232-n	Finnish	suap	1
07216615-n	Finnish	suap	1
13284784-n	Finnish	suap	1
13284973-n	Slovene, Finnish	suap	2
00776262-n	Portuguese, Greek	suap	2
13303759-n	Spanish	suap	1
13284562-n	English	menyuap	1
02284096-v	Portuguese, Greek, Finnish, English	menyuap	4
00834943-v	Spanish, Finnish	menyuap	2
02284429-v	Spanish, Finnish	menyuap	2
02284803-v	Finnish	menyuap	1
02355259-v	Finnish	menyuap	1
00155487-n	Portuguese, Spanish, English	pelokalan	3
05992274-n	English	pelokalan	1
00027167-n	Portuguese	pelokalan	1
03682189-n	Portuguese	pelokalan	1
05074774-n	Portuguese, Spanish	pelokalan	2
00151087-n	Spanish	pelokalan	1
08369406-n	Slovene, Spanish, Polish, Greek, Finnish, Portuguese, English	generasi	7
08368907-n	Slovene, Spanish, Polish, Finnish, Portuguese, English	generasi	6
15249636-n	Slovene, Spanish, Polish, Finnish, Portuguese, English	generasi	6
15290930-n	Slovene, Finnish, English	generasi	3
07324380-n	Spanish, English	generasi	2
00922144-n	English	generasi	1
00849982-n	Portuguese, Spanish, English	generasi	3
07971141-n	Greek	generasi	1
02472987-n	Portuguese	generasi	1
08238660-n	Slovene	generasi	1
08369406-n	English	pilin	1
08368907-n	English	pilin	1
15249636-n	English	pilin	1
15290930-n	English	pilin	1
07324380-n	English	pilin	1
00922144-n	English	pilin	1
00849982-n	English	pilin	1
13882883-n	Portuguese, Mandarin Chinese, Finnish, Thai	pilin	4
04981658-n	English	cincin	1
13875392-n	Portuguese, Polish, English, Spanish	cincin	4
03533972-n	English	cincin	1
09246883-n	Polish, English	cincin	2
08244062-n	English	cincin	1
07391863-n	English	cincin	1
04092959-n	English	cincin	1
04092609-n	Slovene, Spanish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	cincin	9
02785191-n	English, Thai	cincin	2
02180898-v	English	cincin	1
02183787-v	English	cincin	1
02181538-v	English	cincin	1
00789448-v	English	cincin	1
01467370-v	English	cincin	1
01297401-v	English	cincin	1
04093157-n	Finnish	cincin	1
05257737-n	Portuguese	cincin	1
13095348-n	Spanish	cincin	1
04981658-n	English	komplotan	1
13875392-n	English	komplotan	1
03533972-n	English	komplotan	1
09246883-n	English	komplotan	1
08244062-n	Spanish, Finnish, English	komplotan	3
07391863-n	English	komplotan	1
04092959-n	English	komplotan	1
04092609-n	English	komplotan	1
02785191-n	English	komplotan	1
02180898-v	English	komplotan	1
02183787-v	English	komplotan	1
02181538-v	English	komplotan	1
00789448-v	English	komplotan	1
01467370-v	English	komplotan	1
01297401-v	English	komplotan	1
07341038-n	Greek	komplotan	1
07342495-n	Greek	komplotan	1
08273843-n	Japanese	komplotan	1
08240633-n	Polish	komplotan	1
03032811-n	Portuguese	komplotan	1
08240169-n	Portuguese	komplotan	1
13873502-n	Portuguese	komplotan	1
02784998-n	Spanish	komplotan	1
04339291-n	Spanish	komplotan	1
04369732-n	Spanish	komplotan	1
06260628-n	Spanish	komplotan	1
07990956-n	Spanish	komplotan	1
08188235-n	Spanish	komplotan	1
08249038-n	Spanish	komplotan	1
08274565-n	Spanish	komplotan	1
08654029-n	Spanish	komplotan	1
04981658-n	English	dering	1
13875392-n	English	dering	1
03533972-n	English	dering	1
09246883-n	English	dering	1
08244062-n	English	dering	1
07391863-n	English	dering	1
04092959-n	English	dering	1
04092609-n	English	dering	1
02785191-n	English	dering	1
02180898-v	English	dering	1
02183787-v	English	dering	1
02181538-v	English	dering	1
00789448-v	English	dering	1
01467370-v	English	dering	1
01297401-v	English	dering	1
00101410-n	Finnish	dering	1
02826589-n	Polish	dering	1
03187972-n	Polish	dering	1
03222516-n	Polish	dering	1
12036939-n	Polish	dering	1
00046522-n	Portuguese	dering	1
05655119-n	Portuguese	dering	1
07339329-n	Portuguese	dering	1
07409592-n	Portuguese	dering	1
04765038-n	Portuguese, Polish, English, Spanish	solidaritas	4
01061203-n	Finnish	solidaritas	1
01207609-n	Finnish	solidaritas	1
01208460-n	Finnish	solidaritas	1
01211019-n	Finnish	solidaritas	1
01211185-n	Finnish	solidaritas	1
01212519-n	Finnish	solidaritas	1
01213886-n	Finnish	solidaritas	1
01215168-n	Finnish	solidaritas	1
01215902-n	Finnish	solidaritas	1
02771286-n	Finnish	solidaritas	1
02887209-n	Finnish	solidaritas	1
03778459-n	Finnish	solidaritas	1
04011242-n	Finnish	solidaritas	1
04081044-n	Finnish	solidaritas	1
04287451-n	Finnish	solidaritas	1
04307619-n	Finnish	solidaritas	1
04359589-n	Finnish	solidaritas	1
06650238-n	Finnish	solidaritas	1
13267014-n	Finnish	solidaritas	1
13267263-n	Finnish	solidaritas	1
13278100-n	Finnish	solidaritas	1
13286254-n	Finnish	solidaritas	1
13293377-n	Finnish	solidaritas	1
13296899-n	Finnish	solidaritas	1
13365286-n	Finnish	solidaritas	1
13365698-n	Finnish	solidaritas	1
07530322-n	Spanish	solidaritas	1
06349828-n	Slovene, Polish, Japanese, Portuguese, English	alih	5
00939628-n	Portuguese	alih	1
06349597-n	Portuguese, Spanish	alih	2
13568238-n	Portuguese	alih	1
06505517-n	Spanish	alih	1
13569664-n	English	translokasi	1
13569464-n	English	translokasi	1
00855674-n	Japanese, Greek, Finnish, Portuguese, English	onani	5
00849059-n	Portuguese, Finnish, English	onani	3
08798771-n	Finnish, English, Japanese	Palestina	3
08798382-n	Polish, Finnish, English	Palestina	3
00652900-v	Mandarin Chinese	daripada	1
05097706-n	Polish	daripada	1
14520829-n	Polish	daripada	1
00022131-r	Slovene	daripada	1
03109881-n	Slovene	daripada	1
08544275-n	Slovene	daripada	1
08544419-n	Slovene	daripada	1
09257011-n	Slovene	daripada	1
13887509-n	Slovene	daripada	1
00099341-r	Thai	daripada	1
03485794-n	Slovene, Spanish, Polish, Japanese, Greek, Finnish, Arabic, Portuguese, Mandarin Chinese, English	saputangan	10
03973520-n	Finnish, Thai	saputangan	2
03610992-n	Slovene	saputangan	1
03332173-n	Spanish	saputangan	1
03490006-n	Thai	saputangan	1
01889256-a	Polish, Finnish, Portuguese, Mandarin Chinese, English	sombong	5
01285136-s	English	sombong	1
00704609-a	Finnish	sombong	1
00704898-s	Finnish	sombong	1
01891109-s	Finnish	sombong	1
01892506-s	Finnish, Polish	sombong	2
01892683-s	Finnish	sombong	1
01889819-s	Portuguese, Polish	sombong	2
01815628-v	English	senang	1
01824958-v	English	senang	1
01816054-v	English	senang	1
01805157-a	English	senang	1
01892506-s	English	senang	1
00429949-n	Finnish	senang	1
00972354-s	Finnish	senang	1
01265308-s	Finnish	senang	1
01344485-s	Finnish	senang	1
00031899-r	Portuguese	senang	1
00046299-r	Portuguese	senang	1
00056539-r	Portuguese	senang	1
00059171-r	Portuguese	senang	1
00865471-a	Spanish	senang	1
01148283-a	Portuguese, Polish, English, Slovene	untung	4
01048406-s	Portuguese, English, Slovene	untung	3
02565583-s	Slovene, English	untung	2
01000442-s	Slovene, English	untung	2
00064787-s	Finnish	untung	1
00067638-s	Finnish	untung	1
00106020-s	Finnish	untung	1
00438909-s	Finnish	untung	1
00452883-s	Finnish	untung	1
00523364-s	Finnish	untung	1
00693020-s	Finnish	untung	1
00775611-s	Finnish	untung	1
01048762-s	Finnish	untung	1
01123148-a	Finnish	untung	1
01123879-s	Finnish	untung	1
01129977-a	Finnish	untung	1
01171213-s	Finnish	untung	1
01333477-s	Finnish	untung	1
01586752-s	Finnish	untung	1
01661289-s	Finnish	untung	1
01808329-s	Finnish	untung	1
01983162-s	Finnish	untung	1
02036934-s	Finnish	untung	1
02081114-s	Finnish	untung	1
02273643-s	Finnish	untung	1
02586608-s	Finnish	untung	1
04849241-n	Finnish	untung	1
05142180-n	Finnish	untung	1
05159725-n	Finnish	untung	1
01468097-a	Polish	untung	1
00362892-s	Portuguese	untung	1
01361414-a	Portuguese	untung	1
01367651-s	Portuguese	untung	1
00177547-s	Slovene	untung	1
00341655-s	Slovene	untung	1
02331857-s	Slovene	untung	1
05332802-n	Slovene, Spanish, Polish, Japanese, Greek, Finnish, Thai, Portuguese, English	ginjal	9
02536165-n	Polish	ginjal	1
03321563-n	Polish	ginjal	1
10687231-n	English	penyintesis	1
04376400-n	English, Japanese	penyintesis	2
04236377-n	Slovene, Polish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	lengan	9
04236702-n	Slovene, English	lengan	2
04592962-n	Japanese	lengan	1
03596099-n	Polish	lengan	1
07257582-n	Polish	lengan	1
07764155-n	Portuguese	lengan	1
12761284-n	Portuguese	lengan	1
09212360-n	Slovene	lengan	1
09440186-n	Slovene	lengan	1
04198355-n	Thai	lengan	1
02377480-n	English	siluman	1
09346613-n	English	siluman	1
05769062-n	Finnish	siluman	1
13936676-n	Finnish	siluman	1
09542339-n	Portuguese, Spanish, Polish, Japanese	siluman	4
10329945-n	Portuguese, Spanish, Japanese	siluman	3
07125786-n	Spanish	siluman	1
09542541-n	Spanish	siluman	1
09543353-n	Spanish	siluman	1
00072012-v	English	pipis	1
14855724-n	Portuguese, Finnish, Spanish	pipis	3
13533886-n	Portuguese	pipis	1
08462320-n	Portuguese, English, Thai, Slovene	informasi	4
05816622-n	Slovene, Finnish, English, Thai	informasi	4
05636887-n	Finnish	informasi	1
05675905-n	Finnish	informasi	1
05804793-n	Finnish	informasi	1
05816287-n	Slovene, Finnish, Thai	informasi	3
06637677-n	Finnish	informasi	1
06018465-n	Japanese	informasi	1
06021499-n	Japanese	informasi	1
07237561-n	Slovene	informasi	1
07955455-n	Spanish	informasi	1
06634376-n	Thai	informasi	1
03727274-n	English	dosa	1
05938400-n	English	dosa	1
01012503-s	English	dosa	1
01853039-s	English	dosa	1
01686439-a	English	dosa	1
00699207-s	English	dosa	1
00757483-n	Finnish	dosa	1
06192027-n	Finnish	dosa	1
00757080-n	Portuguese, Polish	dosa	2
04827957-n	Portuguese	dosa	1
07085786-n	Portuguese, Polish, English	aksentuasi	3
01264243-n	English	aksentuasi	1
05037394-n	Greek	aksentuasi	1
07085375-n	Portuguese	aksentuasi	1
06423619-n	Portuguese, Spanish, English, Japanese	direktori	4
06490451-n	Spanish, English, Japanese	direktori	3
02840245-n	Finnish	direktori	1
03376279-n	Portuguese, Finnish	direktori	2
08242428-n	Finnish	direktori	1
06492188-n	Greek	direktori	1
06495000-n	Greek	direktori	1
06416206-n	Polish	direktori	1
06487897-n	Polish	direktori	1
03337383-n	Portuguese	direktori	1
10348989-n	English	hiper-	1
01585022-s	Polish, English	hiper-	2
00015720-s	Finnish	hiper-	1
00016247-s	Finnish	hiper-	1
00720524-s	Finnish	hiper-	1
00806064-s	Finnish	hiper-	1
01111965-s	Finnish	hiper-	1
02000968-s	Spanish, Finnish	hiper-	2
02024928-s	Finnish	hiper-	1
02025274-s	Finnish	hiper-	1
02279723-s	Finnish	hiper-	1
00046299-r	Portuguese	hiper-	1
01533974-s	Portuguese, Spanish	hiper-	2
01299173-s	Spanish	hiper-	1
01581305-s	Spanish	hiper-	1
14031660-n	English	pemberitahuan	1
07224774-n	English	pemberitahuan	1
06803157-n	English	pemberitahuan	1
00872414-v	English	pemberitahuan	1
00091311-a	English	pemberitahuan	1
00874226-s	English	pemberitahuan	1
00190653-s	English	pemberitahuan	1
06672297-n	Finnish	pemberitahuan	1
06714420-n	Finnish	pemberitahuan	1
07185668-n	Finnish	pemberitahuan	1
07212874-n	Finnish	pemberitahuan	1
07224151-n	Finnish	pemberitahuan	1
07225167-n	Finnish	pemberitahuan	1
07245686-n	Finnish	pemberitahuan	1
07253948-n	Finnish	pemberitahuan	1
07286368-n	Finnish	pemberitahuan	1
00061262-a	Portuguese	pemberitahuan	1
06253690-n	Serbo-Croatian	pemberitahuan	1
06634376-n	Serbo-Croatian	pemberitahuan	1
06642138-n	Serbo-Croatian	pemberitahuan	1
06747670-n	Serbo-Croatian	pemberitahuan	1
06793231-n	Serbo-Croatian	pemberitahuan	1
02461723-a	Portuguese, Finnish, Arabic	gadungan	3
01117477-s	Finnish, English	gadungan	2
00023854-s	Finnish	gadungan	1
00024241-s	Finnish	gadungan	1
00136185-s	Finnish	gadungan	1
00632438-a	Finnish	gadungan	1
00632949-s	Finnish	gadungan	1
00633084-s	Finnish	gadungan	1
00633235-s	Finnish	gadungan	1
01117362-s	Finnish	gadungan	1
01146207-a	Finnish	gadungan	1
01225898-a	Finnish	gadungan	1
01371009-s	Finnish	gadungan	1
01573238-s	Finnish	gadungan	1
01662119-s	Finnish	gadungan	1
01706341-s	Finnish	gadungan	1
01881478-s	Finnish	gadungan	1
02036397-s	Finnish	gadungan	1
02037272-a	Finnish	gadungan	1
02182088-s	Finnish	gadungan	1
02500379-s	Finnish	gadungan	1
01223271-s	Polish	gadungan	1
01934554-a	Polish	gadungan	1
02462489-s	Polish	gadungan	1
00584403-s	Portuguese	gadungan	1
02282843-s	Polish, Japanese, Finnish, Portuguese, English	intuitif	5
01431471-s	Portuguese, Finnish, English	intuitif	3
02750663-a	Portuguese	intuitif	1
07448038-n	English	buat	1
06868309-n	English	buat	1
06703733-n	English	buat	1
02560585-v	Slovene, Spanish, Japanese, Finnish, Thai, Mandarin Chinese, English	buat	7
01712704-v	Slovene, Spanish, Japanese, Finnish, Portuguese, English	buat	6
02561995-v	Slovene, Mandarin Chinese, Spanish, English	buat	4
02617567-v	Slovene, English	buat	2
01645601-v	Slovene, Spanish, Thai, Portuguese, English	buat	5
02568672-v	Slovene, English	buat	2
02669789-v	Slovene, English	buat	2
01619014-v	Slovene, Spanish, Finnish, Thai, English	buat	5
00010435-v	Slovene, Finnish, English	buat	3
02709107-v	English	buat	1
02523221-v	English	buat	1
00038849-v	Slovene, English	buat	2
01841772-v	Slovene, English, Japanese	buat	3
00012267-v	Portuguese, Finnish	buat	2
00486018-v	Finnish	buat	1
00745970-v	Finnish	buat	1
01621555-v	Spanish, Finnish, Thai, Portuguese, Mandarin Chinese	buat	5
01640207-v	Portuguese, Finnish	buat	2
01640855-v	Finnish	buat	1
01641545-v	Spanish, Finnish	buat	2
01648126-v	Finnish	buat	1
01649809-v	Finnish	buat	1
01664172-v	Mandarin Chinese, Finnish	buat	2
01750813-v	Finnish	buat	1
01752495-v	Portuguese, Finnish	buat	2
01755504-v	Finnish	buat	1
01755816-v	Finnish, Thai	buat	2
02355596-v	Spanish, Finnish	buat	2
02375468-v	Slovene, Finnish, Japanese	buat	3
02488056-v	Mandarin Chinese, Finnish	buat	2
02582615-v	Slovene, Mandarin Chinese, Finnish	buat	3
