synset	language	lemma	count	goodness labels
02561995-v	Greek	salah	1	None
02568672-v	Greek	salah	1	None
02582615-v	Greek	salah	1	None
02588677-v	Greek	salah	1	None
02669789-v	Greek	salah	1	None
02675935-v	Greek	salah	1	None
00619869-v	Japanese	salah	1	None
02528380-v	Japanese	salah	1	None
00149583-v	Portuguese	salah	1	None
01188144-v	Portuguese	salah	1	None
01546111-v	Portuguese	salah	1	None
01857392-v	Portuguese	salah	1	None
02729963-v	Portuguese, Spanish	salah	2	None
00010276-r	Thai	salah	1	L
00632438-a	Thai	salah	1	O
00633778-a	Thai	salah	1	Y
02035337-a	Thai	salah	1	Y
10369699-n	Polish, English	bidan	2	L
10314836-n	Slovene, Finnish	bidan	2	O
10367694-n	Finnish	bidan	1	M
10142747-n	Slovene	bidan	1	None
04057047-n	Slovene, Finnish, Thai, Portuguese, English	pisau	5	None
00037680-v	English	pisau	1	None
14759722-n	Japanese	pisau	1	None
04332074-n	Portuguese, Polish	pisau	2	None
02114100-n	Slovene, Polish, Greek, Finnish, Portuguese, English, Serbo-Croatian	serigala	7	Y
11394398-n	English	serigala	1	L
11394214-n	English	serigala	1	L
10787197-n	Slovene, English	serigala	2	L
09845589-n	English	serigala	1	L
01169205-v	English	serigala	1	L
09344449-n	Finnish	serigala	1	None
02106662-n	Polish	serigala	1	None
03736064-n	Polish	serigala	1	None
14229912-n	Polish	serigala	1	L
06427387-n	Slovene, Spanish, Polish, Greek, Finnish, Thai, Portuguese, English	ensiklopedia	8	O
07199191-n	Spanish, English	kuis	2	O
00786458-v	English	kuis	1	None
07464725-n	Polish	kuis	1	None
07472327-n	Polish	kuis	1	None
00636461-n	Spanish	kuis	1	None
00785959-n	Spanish	kuis	1	None
00787061-n	Spanish	kuis	1	None
00791078-n	Spanish	kuis	1	None
00794367-n	Spanish	kuis	1	None
00794614-n	Spanish	kuis	1	None
00795008-n	Spanish	kuis	1	None
04011130-n	Spanish	kuis	1	None
04755466-n	Spanish	kuis	1	None
05738625-n	Spanish	kuis	1	None
05798043-n	Spanish	kuis	1	None
05799212-n	Spanish	kuis	1	None
05817396-n	Spanish	kuis	1	None
06647614-n	Spanish	kuis	1	None
07456188-n	Spanish	kuis	1	None
01651196-a	English	atas	1	O
01651741-a	English	atas	1	None
00068368-r	English	atas	1	None
00069346-r	English	atas	1	None
00069472-r	English	atas	1	O
00289204-r	Finnish	atas	1	None
02257767-v	Mandarin Chinese	atas	1	None
02258617-v	Mandarin Chinese	atas	1	None
13644522-n	Polish	atas	1	None
14659512-n	Polish	atas	1	None
00110815-r	Portuguese	atas	1	None
00627824-v	Portuguese	atas	1	None
13712592-n	Spanish	atas	1	None
06392660-n	English	selain	1	None
00125993-s	English	selain	1	None
00079947-r	English	selain	1	None
00080169-r	English	selain	1	None
00029367-r	Finnish	selain	1	None
00030443-r	Finnish	selain	1	None
00046167-r	Finnish	selain	1	None
00047534-r	Finnish	selain	1	L
00119940-r	Portuguese	selain	1	None
00250056-r	Portuguese	selain	1	None
00301544-v	Portuguese	selain	1	None
14656219-n	Slovene	selain	1	None
15235126-n	Slovene	selain	1	None
07557434-n	Thai	selain	1	None
09594298-n	English	tendon	1	None
05578740-n	Mandarin Chinese, Finnish	tendon	2	None
05296253-n	Portuguese, Polish	tendon	2	O
03076708-n	Slovene, Spanish, Polish, Finnish, Thai, Mandarin Chinese, English	barang	7	Y
00579334-n	Finnish	barang	1	None
06483171-n	Finnish	barang	1	None
03748886-n	Greek, Mandarin Chinese, Thai	barang	3	None
00022903-n	Japanese	barang	1	None
03588414-n	Japanese	barang	1	O
04424218-n	Japanese	barang	1	O
04424418-n	Japanese	barang	1	O
04886881-n	Japanese	barang	1	None
05003590-n	Japanese	barang	1	None
14431902-n	Japanese	barang	1	None
02745091-n	Mandarin Chinese	barang	1	None
03248958-n	Polish	barang	1	None
10584853-n	Polish	barang	1	None
04779053-n	Portuguese	barang	1	None
03309808-n	Slovene	barang	1	None
00012129-r	Spanish	barang	1	None
00013092-r	Spanish	barang	1	None
00013626-r	Spanish	barang	1	None
01171213-s	Spanish	barang	1	None
02081114-s	Spanish	barang	1	None
05142180-n	Spanish	barang	1	L
05143077-n	Spanish	barang	1	None
05159725-n	Spanish	barang	1	L
13245626-n	Spanish	barang	1	None
03291243-n	Thai	barang	1	None
15212167-n	Spanish, Polish, Greek, Finnish, Portuguese, Mandarin Chinese, English	juli	7	O
13726074-n	Spanish	juli	1	None
01017826-v	English	akurat	1	None
00756076-v	English	akurat	1	None
00914421-a	Slovene, Spanish, Finnish, Portuguese, English	akurat	5	None
00631798-s	Slovene, Spanish, Finnish, Portuguese, English	akurat	5	None
00021766-a	Slovene, Spanish, Polish, Finnish, Portuguese	akurat	5	O
00106020-s	Finnish	akurat	1	None
00309021-a	Finnish, Polish	akurat	2	None
00310433-s	Slovene, Finnish	akurat	2	None
00523364-s	Finnish	akurat	1	None
00650135-s	Finnish	akurat	1	None
00742316-s	Finnish	akurat	1	None
00774323-a	Finnish	akurat	1	None
00775135-s	Finnish	akurat	1	None
00780352-s	Finnish	akurat	1	None
01744515-s	Finnish	akurat	1	None
01745846-s	Finnish	akurat	1	None
01837744-a	Slovene, Finnish, Polish, Spanish	akurat	4	None
01838916-s	Finnish	akurat	1	None
01839099-s	Finnish	akurat	1	None
01895099-s	Finnish	akurat	1	None
02005756-a	Finnish	akurat	1	None
02103982-s	Finnish	akurat	1	None
02421364-s	Finnish	akurat	1	None
00700451-a	Greek	akurat	1	None
00023120-s	Thai, Japanese	akurat	2	None
01838529-s	Slovene, Polish	akurat	2	None
00915141-s	Spanish	akurat	1	None
00022852-s	Thai	akurat	1	None
10373639-n	English	serikat	1	None
10373525-n	English	serikat	1	None
01106129-s	English	serikat	1	None
02725829-a	English	serikat	1	None
01606214-s	English	serikat	1	None
01107206-a	English	serikat	1	None
02474191-a	Polish	serikat	1	None
02267686-s	Slovene, English	bodo	2	None
00023074-r	Portuguese	bodo	1	None
01554230-s	Portuguese	bodo	1	None
06421016-n	Polish, Japanese, Finnish, Thai, Portuguese, English	tesaurus	6	O
13370669-n	Greek	tesaurus	1	None
06418901-n	Portuguese, Spanish	tesaurus	2	None
06420678-n	Portuguese	tesaurus	1	None
13971901-n	Portuguese, English, Japanese	kesepakatan	3	Y
04655929-n	Finnish	kesepakatan	1	None
06772461-n	Finnish	kesepakatan	1	None
08171992-n	Finnish	kesepakatan	1	None
13811900-n	Finnish	kesepakatan	1	None
13812173-n	Finnish	kesepakatan	1	None
13970460-n	Finnish	kesepakatan	1	None
07180183-n	Greek	kesepakatan	1	None
06689297-n	Portuguese	kesepakatan	1	None
07175241-n	Portuguese, Slovene	kesepakatan	2	L
13971065-n	Portuguese	kesepakatan	1	O
05795044-n	Slovene	kesepakatan	1	L
06770275-n	Slovene	kesepakatan	1	O
10753546-n	Slovene, Finnish, English, Japanese	bajingan	4	O
09831856-n	Finnish	bajingan	1	None
09879297-n	Finnish	bajingan	1	O
09879552-n	Finnish	bajingan	1	None
09886220-n	Finnish	bajingan	1	None
09977660-n	Finnish	bajingan	1	None
10184081-n	Finnish	bajingan	1	None
10443170-n	Finnish	bajingan	1	None
10539715-n	Finnish	bajingan	1	None
10717921-n	Finnish	bajingan	1	None
10753779-n	Finnish	bajingan	1	L
10792028-n	Finnish	bajingan	1	None
09831962-n	Greek	bajingan	1	None
08244062-n	Japanese	bajingan	1	None
10522324-n	Japanese	bajingan	1	None
10601078-n	Japanese	bajingan	1	None
10536728-n	Portuguese, Spanish	bajingan	2	O
07260623-n	English	dialek	1	None
05924920-n	English	dialek	1	None
13617952-n	English	dialek	1	None
13373214-n	English	dialek	1	None
04301242-n	English	dialek	1	None
04301140-n	English	dialek	1	None
02295998-a	English	dialek	1	None
00487525-s	English	dialek	1	None
02294777-a	English	dialek	1	None
02297664-a	English	dialek	1	None
01960076-s	English	dialek	1	None
07155661-n	Portuguese, Spanish	dialek	2	Y
00127531-n	English	teman	1	None
09851165-n	Spanish, English	teman	2	None
10850049-n	English	teman	1	None
01109259-v	English	teman	1	None
00227507-a	Portuguese, Finnish, English, Spanish	teman	4	None
00067379-s	Finnish, English	teman	2	None
01123148-a	English	teman	1	None
00106020-s	English	teman	1	None
01129977-a	English	teman	1	None
01983162-s	English	teman	1	None
00064787-s	English	teman	1	None
01586752-s	English	teman	1	None
02036934-s	English	teman	1	None
02226162-s	English	teman	1	None
00523364-s	English	teman	1	None
00452883-s	English	teman	1	None
02273643-s	English	teman	1	None
01661289-s	English	teman	1	None
01048762-s	English	teman	1	None
00832784-s	English	teman	1	None
01808329-s	English	teman	1	None
01333477-s	English	teman	1	None
01171213-s	English	teman	1	None
01166413-s	English	teman	1	None
01116026-s	English	teman	1	None
01068306-s	English	teman	1	None
00775611-s	English	teman	1	None
00188137-r	English	teman	1	None
00188057-r	English	teman	1	None
00509846-r	Spanish, English	teman	2	None
00011093-r	English	teman	1	None
00012779-r	English	teman	1	None
00012531-r	English	teman	1	None
00015135-r	English	teman	1	None
00013429-r	English	teman	1	None
00013092-r	English	teman	1	None
00014285-r	English	teman	1	None
00015007-r	English	teman	1	None
00014882-r	English	teman	1	None
00014616-r	English	teman	1	None
00013793-r	English	teman	1	None
00013626-r	English	teman	1	None
00012129-r	English	teman	1	None
00228294-s	Finnish	teman	1	None
02342899-s	Finnish	teman	1	None
02343517-s	Finnish	teman	1	None
09954639-n	Greek	teman	1	None
09788521-n	Polish	teman	1	O
10112591-n	Polish	teman	1	O
00230335-a	Portuguese, Spanish	teman	2	None
00231761-a	Spanish	teman	1	None
05143690-n	Spanish	teman	1	None
05675905-n	Arabic	semantik	1	None
05999797-n	Arabic	semantik	1	None
06179792-n	Slovene, Spanish, Polish, Japanese, Finnish, Portuguese, English	semantik	7	O
05920651-n	Portuguese, Slovene, English, Japanese	semantik	4	L
15213774-n	Spanish, Polish, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	Desember	8	O
15121302-n	English	bahasa	1	None
01643620-a	English	bahasa	1	None
01638438-a	English	bahasa	1	None
00966357-s	English	bahasa	1	None
00936297-s	English	bahasa	1	None
01729566-s	English	bahasa	1	None
01116118-s	English	bahasa	1	None
00820219-s	English	bahasa	1	None
00127137-s	English	bahasa	1	None
05573895-n	Japanese, Finnish, Thai, Portuguese, English	tulang	5	None
03020034-n	Polish	tulang	1	None
05269901-n	Polish	tulang	1	Y
15211189-n	Polish, Greek, Finnish, Portuguese, Mandarin Chinese, English	april	6	O
13489037-n	Slovene, Spanish, Finnish, Portuguese, English	pertumbuhan	5	Y
13490343-n	Portuguese, Spanish, English	pertumbuhan	3	O
13497135-n	Slovene, Spanish, Finnish, Portuguese, English	pertumbuhan	5	Y
08438067-n	Slovene, English	pertumbuhan	2	Y
07324673-n	Portuguese, Spanish, English	pertumbuhan	3	O
14234074-n	English	pertumbuhan	1	L
09295338-n	Slovene, Finnish, English	pertumbuhan	3	Y
00366846-n	Finnish	pertumbuhan	1	None
00372013-n	Finnish	pertumbuhan	1	None
00372226-n	Finnish	pertumbuhan	1	None
05110408-n	Finnish	pertumbuhan	1	None
07356676-n	Portuguese, Finnish, Spanish	pertumbuhan	3	None
13424865-n	Finnish	pertumbuhan	1	None
13436682-n	Finnish	pertumbuhan	1	None
13504403-n	Finnish	pertumbuhan	1	None
13573057-n	Finnish	pertumbuhan	1	None
13490909-n	Slovene	pertumbuhan	1	None
00363260-n	Spanish	pertumbuhan	1	None
15213115-n	Spanish, Polish, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	oktober	8	O
04598582-n	Finnish, English	xilofon	2	None
03537550-n	Finnish	xilofon	1	None
03123917-n	Japanese	xilofon	1	None
08985559-n	Portuguese	xilofon	1	None
09345127-n	Portuguese	xilofon	1	None
14943580-n	Portuguese	xilofon	1	None
15098161-n	Portuguese	xilofon	1	None
15100112-n	Portuguese	xilofon	1	None
03721384-n	Serbo-Croatian	xilofon	1	O
01207609-n	Polish, English	pembantu	2	X
09815790-n	Portuguese, English	pembantu	2	Y
05154908-n	English	pembantu	1	L
05149832-n	English	pembantu	1	None
02547586-v	English	pembantu	1	X
00082081-v	English	pembantu	1	L
02735897-v	English	pembantu	1	None
02726164-v	English	pembantu	1	None
01181295-v	English	pembantu	1	None
02555434-v	English	pembantu	1	None
01193569-v	English	pembantu	1	None
00206998-v	English	pembantu	1	None
13265904-n	Polish	pembantu	1	None
09884509-n	Portuguese, Finnish, English	pelayan	3	None
10876513-n	English	pelayan	1	None
10876419-n	English	pelayan	1	None
09892513-n	Finnish	pelayan	1	None
10283546-n	Portuguese, Finnish, Spanish	pelayan	3	None
02683316-v	Mandarin Chinese	pelayan	1	None
10745332-n	Polish	pelayan	1	None
05556943-n	Polish, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	perut	7	Y
05555917-n	Slovene, Spanish, Greek, Finnish, English	perut	5	O
13895262-n	Slovene, English	perut	2	O
08588486-n	Slovene, English	perut	2	O
02157415-n	Slovene, Finnish, English, Thai	perut	4	O
00257535-v	English	perut	1	L
05395690-n	Finnish, Japanese	perut	2	Y
05556071-n	Portuguese, Finnish, Spanish	perut	3	None
09663628-n	Finnish	perut	1	None
05424679-n	Portuguese	perut	1	L
05534333-n	Portuguese	perut	1	O
05555688-n	Portuguese	perut	1	None
05558345-n	Portuguese	perut	1	L
05557723-n	Slovene	perut	1	None
00059019-v	Thai	perut	1	None
02666347-n	Portuguese, English	dekak-dekak	2	L
02666196-n	Polish, Greek, Finnish, Thai, Portuguese, English	dekak-dekak	6	O
03011521-n	Greek	dekak-dekak	1	None
02938886-n	Slovene	dekak-dekak	1	None
09887034-n	Slovene	dekak-dekak	1	None
06224305-n	Slovene, Polish, Greek, Thai, Portuguese, English	politeisme	6	O
00913454-a	English	ganjil	1	O
00490845-s	Finnish, English	ganjil	2	None
00916383-s	English	ganjil	1	None
00968010-s	Slovene, Spanish, Finnish, Portuguese, English	ganjil	5	None
01487496-s	English	ganjil	1	None
00926505-s	English	ganjil	1	None
00357790-s	Finnish	ganjil	1	None
00491089-s	Finnish	ganjil	1	None
00608791-s	Slovene, Spanish, Greek, Finnish, Portuguese	ganjil	5	None
00966753-s	Slovene, Finnish	ganjil	2	None
00967129-a	Portuguese, Finnish, Slovene	ganjil	3	Y
00968957-s	Finnish	ganjil	1	None
00970081-s	Finnish, Polish	ganjil	2	None
02074929-s	Finnish	ganjil	1	None
02571536-s	Finnish	ganjil	1	None
00966477-a	Portuguese, Spanish	ganjil	2	None
00968522-s	Portuguese	ganjil	1	None
00969333-s	Portuguese, Spanish	ganjil	2	None
01034457-a	Portuguese, Spanish, Slovene	ganjil	3	O
01035007-s	Portuguese, Spanish	ganjil	2	None
01350494-s	Portuguese, Spanish	ganjil	2	None
01575424-s	Portuguese	ganjil	1	None
02117464-s	Portuguese, Spanish	ganjil	2	None
01265308-s	Slovene	ganjil	1	None
01917594-s	Spanish	ganjil	1	None
00913454-a	Slovene, Spanish, Finnish, Portuguese, English	gasal	5	O
00490845-s	English	gasal	1	None
00916383-s	Portuguese, English	gasal	2	None
00968010-s	English	gasal	1	None
01487496-s	Polish, Finnish, English	gasal	3	None
00926505-s	English	gasal	1	None
00568959-s	Finnish	gasal	1	None
01483143-a	Finnish	gasal	1	None
01581115-a	Greek	gasal	1	None
00132982-n	Spanish, English	lompat	2	None
07986198-n	English	lompat	1	None
05860377-n	Spanish, English	lompat	2	None
00246746-v	English	lompat	1	None
01409642-v	English	lompat	1	None
02218547-s	Spanish, English	lompat	2	None
02218834-s	Spanish, English	lompat	2	None
07471972-n	Finnish, Polish	lompat	2	None
00119568-n	Portuguese	lompat	1	O
00120010-n	Portuguese	lompat	1	L
00120202-n	Portuguese	lompat	1	O
00120515-n	Portuguese	lompat	1	L
03511426-n	Portuguese	lompat	1	None
05086740-n	Portuguese	lompat	1	L
07358985-n	Portuguese	lompat	1	O
00120202-n	Portuguese, Finnish, English	lompatan	3	O
07358985-n	Portuguese, Greek, Finnish, English	lompatan	4	O
07414222-n	English	lompatan	1	Y
05086740-n	Portuguese, Finnish, English, Japanese	lompatan	4	L
01963942-v	English	lompatan	1	X
00560391-v	English	lompatan	1	L
02105082-v	English	lompatan	1	L
01965156-v	English	lompatan	1	L
00119568-n	Portuguese, Finnish, Polish, Japanese	lompatan	4	O
00119893-n	Finnish	lompatan	1	None
00120515-n	Portuguese, Finnish	lompatan	2	L
00288190-n	Finnish	lompatan	1	None
00438606-n	Finnish	lompatan	1	None
00512267-n	Finnish	lompatan	1	None
05086903-n	Finnish	lompatan	1	None
00440218-n	Greek, Japanese	lompatan	2	L
00120010-n	Portuguese	lompatan	1	O
03511426-n	Portuguese	lompatan	1	None
02939542-a	English	ilmu	1	None
00023271-n	Polish	ilmu	1	Y
05809192-n	Polish	ilmu	1	None
02797692-n	Polish	kata	1	None
04360501-n	Polish	kata	1	None
05986594-n	Polish	kata	1	None
13597794-n	Polish	kata	1	None
13790712-n	Polish	kata	1	None
13897837-n	Polish	kata	1	None
06306233-n	Japanese, Greek, Finnish, Thai, Arabic, Portuguese, English	morfem	7	O
06224136-n	Slovene, Polish, Greek, Thai, Portuguese, English	monoteisme	6	O
15210045-n	Spanish, Polish, Greek, Finnish, Arabic, Portuguese, Mandarin Chinese, English	Januari	8	Y
13784906-n	Portuguese, Mandarin Chinese, Finnish, English	kontinuitas	4	None
13604275-n	English	kontinuitas	1	None
13577171-n	Mandarin Chinese, English	kontinuitas	2	None
02995636-a	English	kontinuitas	1	None
02020310-s	English	kontinuitas	1	None
00996969-n	Japanese	kontinuitas	1	None
07093603-n	Polish	kontinuitas	1	None
07094093-n	Portuguese	kontinuitas	1	None
04744555-n	Slovene	kontinuitas	1	None
04777098-n	Spanish	kontinuitas	1	None
05052587-n	Spanish	kontinuitas	1	None
05054130-n	Spanish	kontinuitas	1	None
14422035-n	Spanish	kontinuitas	1	O
15133488-n	Spanish	kontinuitas	1	None
15133621-n	Spanish	kontinuitas	1	None
08126290-n	English	Badan	1	None
07227301-n	English	pelepasan	1	None
06674188-n	English	pelepasan	1	None
01257701-n	Portuguese, English	pelepasan	2	None
02591893-v	English	pelepasan	1	None
13991823-n	Spanish	pelepasan	1	X
13994456-n	Spanish	pelepasan	1	L
13995148-n	Spanish	pelepasan	1	None
13996061-n	Spanish	pelepasan	1	X
14528873-n	Spanish	pelepasan	1	None
09815188-n	English	palkon	1	None
05538625-n	Portuguese	palkon	1	None
05611302-n	Portuguese	palkon	1	None
10162991-n	Portuguese	palkon	1	None
09815188-n	English	goblok	1	None
01336587-a	Greek	goblok	1	O
10197525-n	Greek	goblok	1	None
05538625-n	Portuguese, Spanish	goblok	2	None
05611302-n	Portuguese, Spanish	goblok	2	None
10162991-n	Portuguese, Spanish	goblok	2	None
01318381-n	Spanish	goblok	1	None
03501288-n	Spanish	goblok	1	None
03501614-n	Spanish	goblok	1	None
08572467-n	Spanish	goblok	1	None
08664184-n	Spanish	goblok	1	None
09302031-n	Spanish	goblok	1	None
10038320-n	Spanish	goblok	1	None
14312481-n	Spanish	goblok	1	None
03544360-n	English	burung	1	None
08059870-n	English	burung	1	None
08224580-n	English	burung	1	None
08222966-n	English	burung	1	None
08163025-n	English	burung	1	None
07971449-n	English	burung	1	None
00432164-n	English	burung	1	None
08685677-n	English	burung	1	None
08381296-n	English	burung	1	None
08078020-n	English	burung	1	None
04417809-n	English	burung	1	None
03545150-n	English	burung	1	None
02701828-v	English	burung	1	None
02459173-v	English	burung	1	None
01534762-n	Finnish	burung	1	None
01539573-n	Slovene, Finnish, Polish, Thai	burung	4	None
01539925-n	Finnish	burung	1	None
01527347-n	Slovene, Thai	burung	2	None
01579028-n	English	kukuruyuk	1	None
